Meal_Id,Name,catagory,description,Veg_Non,Nutrient,Disease,Diet,Price
meal_id9,cream of almond soup,soup,"vegetable stock, skimmed milk, toasted almonds (powdered), butter, flour, salt and pepper, nutmeg, almond essence, toasted almond flakes",veg,calcium, obesity cancer hypertension, alkaline_diet low_fat_diet ketogenic_diet gluten_free_diet vegan_diet high_protien_diet,640
meal_id10,broccoli and almond soup,soup,"vegetable stock, broccoli, ground almonds (toasted), skimmed milk, salt, freshly ground black pepper",veg,vitamin_c, pregnancy hypertension scurvy obesity diabeties, alkaline_diet ketogenic_diet gluten_free_diet vegan_diet high_protien_diet dash_diet,490
meal_id33,moong dal kiwi coconut soup,soup,"धूली मूंग दाल नमक के साथ उबली हुई, कीवी, नारियल क्रीम, तेल, तेजपत्ता , जीरा, काली मिर्च, लहसुन की कलियां ,, प्याज, हल्दी पाउडर, करी पाउडर, नमक , ताजा हरा धनिया",veg,sodium, obesity scurvy hypertension, alkaline_diet paleo_diet ketogenic_diet high_fiber_diet gluten_free_diet dash_diet,685
meal_id69,banana and maple ice lollies,banana,"केले, ग्रीक योगर्ट, हैवी क्रीम, प्योर मैपल सिरप , नारियल",veg,selenium, hypertension, alkaline_diet low_fat_diet ketogenic_diet vegan_diet high_fiber_diet dash_diet,695
meal_id70,shepherds salad (tamatar-kheera salaad),salad,"1 खीरा छीलकर कटा हुआ, प्याज, टमाटर, हरी मिर्च, लहसुन की कलियां, पासर्ले, जैतून का तेल, नींबू का रस, नमक और कालीमिर्च",veg,fiber, obesity goitre hypertension, low_fat_diet ketogenic_diet low_sodium_diet high_fiber_diet high_protien_diet,290
meal_id71,carrot ginger soup,soup,"गाजर, जैतून का तेल, नमक, वेजिटेबल स्टॉक, अदरक , थाइम , प्याज, लहसुन की कलियां, कालीमिर्च (ताजी पीसी हुई)",veg,sodium, obesity, alkaline_diet high_fiber_diet,245
meal_id72,dark night,apple,"whisky, honey, cinnamon, star anise, cloves, green apple",veg,iron, anemia hypertension scurvy heart_disease eye_disease rickets, vegan_diet low_fat_diet high_fiber_diet ketogenic_diet,585
meal_id73,hot chocolate,chocolate,"milk, chocolate, cocoa powder, powdered sugar, cinnamon, vanilla",veg,magnesium, hypertension cancer scurvy heart_disease goitre, high_protien_diet high_fiber_diet ketogenic_diet,205
meal_id74,slow cooked spiced sangria,sangria,"red wine (merlot / zinfandel), apple cider, honey, orange (zested and juiced), cloves (whole), green cardamom, cinnamon sticks, anise (whole), brandy",veg,iron, anemia pregnancy scurvy heart_disease goitre kidney_disease obesity diabeties, vegan_diet low_fat_diet high_fiber_diet ketogenic_diet,560
meal_id75,detox haldi tea,tea,"haldi, ginger, black pepper, honey, water",veg,manganese, heart_disease, low_fat_diet ketogenic_diet vegan_diet high_fiber_diet hormone_diet,230
meal_id76,holi special ice tea thandai,tea,"ground white pepper (kali mirch), assam tea bags, almonds (badam) - coarsley crushed, poppy seeds (khus-khus), fennel seeds (saunf) (crushed coarsely), cardamom (elaichi) powder, ground sugar, saffron (kesar) strands",veg,calcium, kidney_disease heart_disease, low_fat_diet ketogenic_diet vegan_diet hormone_diet high_protien_diet,620
meal_id77,grilled lemon margarita,margarita,"vanilla infused tequila, vanilla liqueur, lemon juice, lemon, lemon",veg,vitamin_c, scurvy goitre, vegan_diet,410
meal_id78,spanish artichoke and spinach dip,dip,"spinach, onion, cream, garlic, nutmeg, salt, lime juice, artichoke hearts (cubed), polenta, refined flour, salt, water, butter, flour, salt, pepper (freshly ground)",veg,vitamin_c, anemia scurvy kidney_disease, dash_diet high_fiber_diet type_a_diet ketogenic_diet,425
meal_id79,beetroot and green apple soup,soup,"beetroots, green apple, onion, olive oil, salt, black peppercorns (crushed), butter, vegetable stock, mixed dried herbs, fresh cream, lemon juice, parsley sprigs, red chilli flakes, soup sticks as required",veg,sodium, anemia pregnancy hypertension scurvy heart_disease goitre kidney_disease obesity diabeties, alkaline_diet high_fiber_diet hormone_diet high_protien_diet dash_diet,340
meal_id80,baba budan no. 7,cardamom,"rum, espresso, sugar syrup/gur (jaggery) syrup, green cardamom pod,",veg,iron, eye_disease rickets heart_disease scurvy, low_fat_diet ketogenic_diet vegan_diet high_fiber_diet hormone_diet,405
meal_id81,fruit infused tea,tea,"chamomile tea bags, orange, berries, blueberries, ginger, mint leaves, boiling water",veg,manganese, pregnancy hypertension scurvy heart_disease eye_disease obesity diabeties, low_fat_diet ketogenic_diet vegan_diet high_fiber_diet hormone_diet high_protien_diet,680
meal_id82,soya milk,milk,"सोयाबीन, गर्म पानी",veg,vitamin_d, cancer hypertension rickets, low_fat_diet ketogenic_diet high_fiber_diet high_protien_diet dash_diet,535
meal_id83,spiced coffee,coffee,"ताजी पीसी हुई कॉफी, इलाइची पाउडर, अदरक, दूध , चीनी, क्रीम , चॉकलेट",veg,manganese, pregnancy anemia, low_fat_diet ketogenic_diet vegan_diet high_fiber_diet hormone_diet,600
meal_id84,filter coffee,coffee,"कॉफी पाउडर, पानी, दूध, चीनी",veg,manganese, pregnancy kidney_disease anemia, low_fat_diet ketogenic_diet vegan_diet high_fiber_diet hormone_diet,650
meal_id75,detox haldi tea,tea,"हल्दी, अदरक, काली मिर्च, शहद, पानी",veg,manganese, heart_disease, low_fat_diet ketogenic_diet vegan_diet high_fiber_diet hormone_diet,300
meal_id34,mixed berry &amp; banana smoothie,smoothie,"फिरोजन मिक्स बेरिज़, पका हुआ केला, ताजा संतरे का जूस, लो फैट दही",veg,selenium, diabeties hypertension, alkaline_diet low_fat_diet ketogenic_diet vegan_diet high_fiber_diet dash_diet,330
meal_id35,banana walnut smoothie,smoothie,"लो फैट दही, केला, अखरोट, सीड्स  (फैक्ससीड्स और चिया सीड्स), शहद",veg,selenium, hypertension, alkaline_diet low_fat_diet ketogenic_diet vegan_diet high_fiber_diet,360
meal_id46,steam bunny chicken bao,chicken,"buns, all purpose white flour, dry yeast, sugar, salt, warm water, chicken mince, eggs, soy sauce, sugar, sesame oil, worcestershire sauce, chives, aromat powder",non-veg,iron, anemia rickets goitre kidney_disease pregnancy, low_fat_diet low_carb_diet vegan_diet high_fiber_diet hormone_diet high_protien_diet type_a_diet,340
meal_id47,meat lovers pizza,chicken,"millet flour, tapioca flour, soy milk, garlic powder, baking powder, salt, tomato sauce, mozzarella cheese, prosciutto, pepperoni, chicken salami, salami milano, rosemary, olive oil",non-veg,potassium, anemia pregnancy cancer goitre kidney_disease obesity, type_o_diet low_fat_diet omni_diet ketogenic_diet low_sodium_diet vegan_diet high_fiber_diet high_protien_diet dash_diet,505
meal_id85,garlic and pinenut soup with burnt butter essence,soup,"garlic cloves, almonds (whole), parsley, bayleaf, chicken broth, nutmeg, egg yolk, heavy cream, white bread slices, butter, salt, pepper, white wine",non-veg,vitamin_a, hypertension cancer heart_disease kidney_disease obesity diabeties, alkaline_diet low_fat_diet ketogenic_diet low_sodium_diet dash_diet type_a_diet,565
meal_id86,roast turkey with cranberry sauce,chicken,"whole turkey, butter, onion, celery, crumbled sage and thyme , salt and pepper, garlic minced, balsamic vinegar, sugar, cranberry",non-veg,chloride, goitre, high_protien_diet,630
meal_id52,chicken parmigiana with tomato sauce,chicken,"for chicken parmigiana:, chicken breast, egg whole frozen, flour, planko bread crumbs, fresh italian parsley, vegetable oil, solid butter unsalted, tomato sauce, mozzarella cheese, italian parmesan cheese, thyme, for pepperonata:, red pepper, green pepper, yellow pepper, red onion, fresh tomato, butternut squash, garlic, pure olive oil, vegetable oil, black pepper corn (crushed), salt, parsley, for garnishing:, parsley sprig, spinach",non-veg,vitamin_c, anemia rickets goitre kidney_disease pregnancy, low_fat_diet low_carb_diet vegan_diet hormone_diet high_protien_diet type_a_diet,315
meal_id87,roasted spring chicken with root veggies,chicken,"whole chicken, thyme, garlic, lemon, orange, salt, black pepper, butter (to rub), extra olive oil, carrot, turnip, beetroot, chipotle powder, parsley",non-veg,iron, anemia pregnancy hypertension rickets goitre kidney_disease obesity, alkaline_diet low_fat_diet low_carb_diet ketogenic_diet vegan_diet high_fiber_diet hormone_diet high_protien_diet type_a_diet,645
meal_id88,peri peri chicken satay,chicken,"boneless skinless chicken thigh (trimmed), salt and pepper, yogurt, chilli powder, ginger garlic paste, coriander leaves, oil to fry, peri peri sauce, potato fries",non-veg,chloride, anemia rickets goitre kidney_disease pregnancy, low_fat_diet low_carb_diet vegan_diet hormone_diet high_protien_diet type_a_diet,500
meal_id89,chicken popcorn,chicken,"chicken (boneless), corn flour or all purpose flour, egg, bread crumbs, salt, ginger garlic paste, black pepper, onion powder (optional), red chilli powder or paprika or cayenne pepper, oil for deep frying",non-veg,iron, anemia rickets goitre kidney_disease pregnancy, low_fat_diet low_carb_diet low_sodium_diet vegan_diet high_fiber_diet hormone_diet high_protien_diet dash_diet type_a_diet,600
meal_id56,chocolate samosa,chicken,"refined flour, desi ghee, black cardamom seeds, chocolate block, almonds, cashew nuts, pistachio, sugar, garam masala powder, oil",non-veg,magnesium, hypertension heart_disease, high_protien_diet high_fiber_diet ketogenic_diet,580
meal_id90,half roast chicken,chicken,"cooking oil, whole chicken (skin on- rinsed and dressed), onions (quartered- skin on), garlic (halved - skin on), carrots (roughly quartered), celery , thyme, dunkleweizen (pour into a glass and keep open at room temperature for an hour or two to make flat), chicken stock, butter, sea salt",non-veg,vitamin_a, anemia pregnancy scurvy heart_disease rickets goitre kidney_disease obesity diabeties, low_fat_diet low_carb_diet ketogenic_diet vegan_diet high_fiber_diet hormone_diet high_protien_diet type_a_diet,555
meal_id91,riceless chicken biryani,chicken,"malabar peppercorn, cinnamon stick, green cardamom pods, star anise, cloves, fennel seeds, vermicelli, desi ghee, shahi jeera, bay leaves, green chilli, mint leaves, onion, saffron, garlic paste, salt, chicken (dark meat), ginger paste, turmeric powder, coriander powder, red chilli powder, roma tomatoes (de-seedeed), water",non-veg,vitamin_c, anemia rickets goitre kidney_disease pregnancy, low_fat_diet low_carb_diet vegan_diet hormone_diet high_protien_diet type_a_diet,360
meal_id92,chicken farcha,chicken,"boneless chicken thigh (without skin), lemon juice, garlic paste, ginger paste, red chilli powder, coriander powder, garam masala, black pepper (crushed), salt, bread crumbs / semolina, eggs, red chilli powder, oil",non-veg,iron, anemia rickets goitre kidney_disease pregnancy, low_fat_diet low_carb_diet vegan_diet high_fiber_diet hormone_diet high_protien_diet type_a_diet,350
meal_id93,buldak (hot and spicy chicken),chicken,"chicken drum sticks/ chicken breast, soy sauce, sugar, traditional corn syrup (substitution honey), cheong ju (clear rice wine similar to japanese  sake), green onion, black pepper, olive oil, sesame seeds (optional), for marinating sauce:, gochugaru (red chili pepper flakes), alapenos, korean pear (substitution asian pear), onion, garlic, soy sauce, spicy yellow mustard, sesame oil, sugar, mul yut (substitution honey)",non-veg,magnesium, obesity, high_protien_diet high_fiber_diet,545
meal_id94,chicken sukka,chicken,"chicken (small pieces), onion (thin slices), cardamom, salt, oil, coriander, cumin, mustard, pepper, cloves, cinnamon, bedki chillies, kashmiri chilies, turmeric, onion, garlic, ginger, salt",non-veg,chloride, anemia rickets goitre kidney_disease pregnancy, low_fat_diet low_carb_diet vegan_diet hormone_diet high_protien_diet type_a_diet,570
meal_id95,steamed chicken roulade,chicken,"lamb mince, garlic , salt, paprika powder, pomodaro tomatoes, olive oil, celery, shallots, carrot, black pepper, bay leaf, yellow chilli powder, cilantro, chicken thigh, salt, white pepper powder, garlic paste, white wine vinegar, olive oil, yellow chilli powder, refined oil, fenugreek seeds, white pepper powder, garlic, fenugreek leaves, onion, broken cashew, salt, fresh cream, kasoori methi",non-veg,iron, anemia scurvy rickets goitre kidney_disease pregnancy, low_fat_diet low_carb_diet vegan_diet high_fiber_diet hormone_diet high_protien_diet type_a_diet,235
meal_id96,methi chicken masala,chicken,"boneless chicken, lemon juice, red chilli powder, salt, ginger garlic paste, curd, red chilli powder, salt, coriander powder, oil, onion, oil, bay leaf, green cardamom, black cardamom, cinnamon, ginger garlic paste, tomato, kasoori methi, green chilli, water",non-veg,iron, anemia rickets goitre kidney_disease pregnancy, low_fat_diet low_carb_diet vegan_diet high_fiber_diet hormone_diet high_protien_diet type_a_diet,360
